compartment_no,position_cm,speed_cm_s,motor_current_a,sensor_distance_cm,weight_kg,state,actual_condition,event_type
1,46.516,2.2,1.195,48.516,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
1,46.516,1.4,1.695,48.516,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
1,46.516,0.6,2.195,48.516,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
1,46.516,0.0,2.4,48.516,2.0,FAULT,overload,OVERLOAD_RESPONSE
1,46.516,0.0,1.9,48.516,2.0,FAULT,overload,OVERLOAD_FAULT
1,46.516,0.0,1.4,48.516,2.0,FAULT,overload,OVERLOAD_FAULT
1,46.516,0.0,0.9,48.516,2.0,FAULT,overload,OVERLOAD_FAULT
1,46.516,0.0,0.4,48.516,2.0,FAULT,overload,OVERLOAD_FAULT
1,46.516,0.0,0.1,48.516,2.0,FAULT,overload,OVERLOAD_FAULT
3,55.866,0.25,0.822,57.866,0.492,MOVING_DOWN,normal,TICK
3,55.816,0.5,0.822,57.816,0.492,MOVING_DOWN,normal,TICK
3,55.741,0.75,0.822,57.741,0.492,MOVING_DOWN,normal,TICK
3,55.641,1.0,0.822,57.641,0.492,MOVING_DOWN,normal,TICK
3,55.516,1.25,0.822,57.516,0.492,MOVING_DOWN,normal,TICK
3,55.366,1.5,0.822,57.366,0.492,MOVING_DOWN,normal,TICK
3,55.191,1.75,0.822,57.191,0.492,MOVING_DOWN,normal,TICK
3,54.991,2.0,0.822,56.991,0.492,MOVING_DOWN,normal,TICK
3,54.766,2.25,0.822,56.766,0.492,MOVING_DOWN,normal,TICK
3,54.516,2.5,0.822,56.516,0.492,MOVING_DOWN,normal,TICK
3,54.241,2.75,0.822,56.241,0.492,MOVING_DOWN,normal,TICK
3,53.941,3.0,0.822,55.941,0.492,MOVING_DOWN,normal,TICK
3,53.616,3.25,0.822,55.616,0.492,MOVING_DOWN,normal,TICK
3,53.266,3.5,0.822,55.266,0.492,MOVING_DOWN,normal,TICK
3,52.891,3.75,0.822,54.891,0.492,MOVING_DOWN,normal,TICK
3,52.491,4.0,0.822,54.491,0.492,MOVING_DOWN,normal,TICK
3,52.491,0.0,0.1,54.491,0.492,STOPPED,manual_stop,MANUAL_STOP
3,52.491,0.0,0.1,54.491,0.492,STOPPED,manual_stop,MANUAL_STOPPED
3,52.491,0.0,0.1,54.491,0.492,STOPPED,manual_stop,MANUAL_STOPPED
3,52.491,0.0,0.1,54.491,0.492,STOPPED,manual_stop,MANUAL_STOPPED
3,52.491,0.0,0.1,54.491,0.492,STOPPED,manual_stop,MANUAL_STOPPED
3,52.491,0.0,0.1,54.491,0.492,STOPPED,manual_stop,MANUAL_STOPPED
2,38.313,0.25,0.89,40.313,0.686,MOVING_DOWN,normal,TICK
2,38.263,0.5,0.89,40.263,0.686,MOVING_DOWN,normal,TICK
2,38.188,0.75,0.89,40.188,0.686,MOVING_DOWN,normal,TICK
2,38.088,1.0,0.89,40.088,0.686,MOVING_DOWN,normal,TICK
2,37.963,1.25,0.89,39.963,0.686,MOVING_DOWN,normal,TICK
2,37.813,1.5,0.89,39.813,0.686,MOVING_DOWN,normal,TICK
2,37.638,1.75,0.89,39.638,0.686,MOVING_DOWN,normal,TICK
2,37.438,2.0,0.89,39.438,0.686,MOVING_DOWN,normal,TICK
2,37.213,2.25,0.89,39.213,0.686,MOVING_DOWN,normal,TICK
2,36.963,2.5,0.89,38.963,0.686,MOVING_DOWN,normal,TICK
2,36.688,2.75,0.89,38.688,0.686,MOVING_DOWN,normal,TICK
2,36.388,3.0,0.89,38.388,0.686,MOVING_DOWN,normal,TICK
2,36.063,3.25,0.89,38.063,0.686,MOVING_DOWN,normal,TICK
2,35.713,3.5,0.89,37.713,0.686,MOVING_DOWN,normal,TICK
2,35.338,3.75,0.89,37.338,0.686,MOVING_DOWN,normal,TICK
2,34.938,4.0,0.89,36.938,0.686,MOVING_DOWN,normal,TICK
2,34.513,4.25,0.89,36.513,0.686,MOVING_DOWN,normal,TICK
2,34.063,4.5,0.89,36.063,0.686,MOVING_DOWN,normal,TICK
2,33.588,4.75,0.89,35.588,0.686,MOVING_DOWN,normal,TICK
2,33.088,5.0,0.89,35.088,0.686,MOVING_DOWN,normal,TICK
2,32.563,5.25,0.89,34.563,0.686,MOVING_DOWN,normal,TICK
2,32.013,5.5,0.89,34.013,0.686,MOVING_DOWN,normal,TICK
2,31.438,5.75,0.89,33.438,0.686,MOVING_DOWN,normal,TICK
2,31.438,0.0,0.1,33.438,0.686,STOPPED,manual_stop,MANUAL_STOP
2,31.438,0.0,0.1,33.438,0.686,STOPPED,manual_stop,MANUAL_STOPPED
2,31.438,0.0,0.1,33.438,0.686,STOPPED,manual_stop,MANUAL_STOPPED
2,31.438,0.0,0.1,33.438,0.686,STOPPED,manual_stop,MANUAL_STOPPED
2,31.438,0.0,0.1,33.438,0.686,STOPPED,manual_stop,MANUAL_STOPPED
2,31.438,0.0,0.1,33.438,0.686,STOPPED,manual_stop,MANUAL_STOPPED
2,23.798,0.25,0.707,25.798,0.163,MOVING_DOWN,normal,TICK
2,23.748,0.5,0.707,25.748,0.163,MOVING_DOWN,normal,TICK
2,23.673,0.75,0.707,25.673,0.163,MOVING_DOWN,normal,TICK
2,23.573,1.0,0.707,25.573,0.163,MOVING_DOWN,normal,TICK
2,23.448,1.25,0.707,25.448,0.163,MOVING_DOWN,normal,TICK
2,23.298,1.5,0.707,25.298,0.163,MOVING_DOWN,normal,TICK
2,23.123,1.75,0.707,25.123,0.163,MOVING_DOWN,normal,TICK
2,22.923,2.0,0.707,24.923,0.163,MOVING_DOWN,normal,TICK
2,22.698,2.25,0.707,24.698,0.163,MOVING_DOWN,normal,TICK
2,22.448,2.5,0.707,24.448,0.163,MOVING_DOWN,normal,TICK
2,22.173,2.75,0.707,24.173,0.163,MOVING_DOWN,normal,TICK
2,21.873,3.0,0.707,23.873,0.163,MOVING_DOWN,normal,TICK
2,21.548,3.25,0.707,23.548,0.163,MOVING_DOWN,normal,TICK
2,21.198,3.5,0.707,23.198,0.163,MOVING_DOWN,normal,TICK
2,20.823,3.75,0.707,22.823,0.163,MOVING_DOWN,normal,TICK
2,20.423,4.0,0.707,22.423,0.163,MOVING_DOWN,normal,TICK
2,19.998,4.25,0.707,21.998,0.163,MOVING_DOWN,normal,TICK
2,19.998,0.0,0.1,21.998,0.163,STOPPED,manual_stop,MANUAL_STOP
2,19.998,0.0,0.1,21.998,0.163,STOPPED,manual_stop,MANUAL_STOPPED
2,19.998,0.0,0.1,21.998,0.163,STOPPED,manual_stop,MANUAL_STOPPED
2,19.998,0.0,0.1,21.998,0.163,STOPPED,manual_stop,MANUAL_STOPPED
2,19.998,0.0,0.1,21.998,0.163,STOPPED,manual_stop,MANUAL_STOPPED
2,19.998,0.0,0.1,21.998,0.163,STOPPED,manual_stop,MANUAL_STOPPED
2,22.968,0.25,0.836,24.968,0.533,MOVING_DOWN,normal,TICK
2,22.918,0.5,0.836,24.918,0.533,MOVING_DOWN,normal,TICK
2,22.843,0.75,0.836,24.843,0.533,MOVING_DOWN,normal,TICK
2,22.743,1.0,0.836,24.743,0.533,MOVING_DOWN,normal,TICK
2,22.618,1.25,0.836,24.618,0.533,MOVING_DOWN,normal,TICK
2,22.468,1.5,0.836,24.468,0.533,MOVING_DOWN,normal,TICK
2,22.293,1.75,0.836,24.293,0.533,MOVING_DOWN,normal,TICK
2,22.093,2.0,0.836,24.093,0.533,MOVING_DOWN,normal,TICK
2,21.868,2.25,0.836,23.868,0.533,MOVING_DOWN,normal,TICK
2,21.618,2.5,0.836,23.618,0.533,MOVING_DOWN,normal,TICK
2,21.343,2.75,0.836,23.343,0.533,MOVING_DOWN,normal,TICK
2,21.043,3.0,0.836,23.043,0.533,MOVING_DOWN,normal,TICK
2,20.718,3.25,0.836,22.718,0.533,MOVING_DOWN,normal,TICK
2,20.368,3.5,0.836,22.368,0.533,MOVING_DOWN,normal,TICK
2,19.993,3.75,0.836,21.993,0.533,MOVING_DOWN,normal,TICK
2,19.593,4.0,0.836,21.593,0.533,MOVING_DOWN,normal,TICK
2,19.168,4.25,0.836,21.168,0.533,MOVING_DOWN,normal,TICK
2,18.718,4.5,0.836,20.718,0.533,MOVING_DOWN,normal,TICK
2,18.718,4.5,0.836,20.718,2.0,MOVING_DOWN,overload,OVERLOAD_INJECTED
2,18.718,3.7,1.336,20.718,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,18.718,2.9,1.836,20.718,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,18.718,2.1,2.336,20.718,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,18.718,1.3,2.4,20.718,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,18.718,0.5,2.4,20.718,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,18.718,0.0,2.4,20.718,2.0,FAULT,overload,OVERLOAD_RESPONSE
2,18.718,0.0,1.9,20.718,2.0,FAULT,overload,OVERLOAD_FAULT
2,18.718,0.0,1.4,20.718,2.0,FAULT,overload,OVERLOAD_FAULT
2,18.718,0.0,0.9,20.718,2.0,FAULT,overload,OVERLOAD_FAULT
2,18.718,0.0,0.4,20.718,2.0,FAULT,overload,OVERLOAD_FAULT
2,18.718,0.0,0.1,20.718,2.0,FAULT,overload,OVERLOAD_FAULT
3,46.473,0.25,0.706,48.473,0.161,MOVING_DOWN,normal,TICK
3,46.423,0.5,0.706,48.423,0.161,MOVING_DOWN,normal,TICK
3,46.348,0.75,0.706,48.348,0.161,MOVING_DOWN,normal,TICK
3,46.248,1.0,0.706,48.248,0.161,MOVING_DOWN,normal,TICK
3,46.123,1.25,0.706,48.123,0.161,MOVING_DOWN,normal,TICK
3,45.973,1.5,0.706,47.973,0.161,MOVING_DOWN,normal,TICK
3,45.798,1.75,0.706,47.798,0.161,MOVING_DOWN,normal,TICK
3,45.598,2.0,0.706,47.598,0.161,MOVING_DOWN,normal,TICK
3,45.373,2.25,0.706,47.373,0.161,MOVING_DOWN,normal,TICK
3,45.123,2.5,0.706,47.123,0.161,MOVING_DOWN,normal,TICK
3,44.848,2.75,0.706,46.848,0.161,MOVING_DOWN,normal,TICK
3,44.548,3.0,0.706,46.548,0.161,MOVING_DOWN,normal,TICK
3,44.223,3.25,0.706,46.223,0.161,MOVING_DOWN,normal,TICK
3,43.873,3.5,0.706,45.873,0.161,MOVING_DOWN,normal,TICK
3,43.873,3.5,0.706,0.5,0.161,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
3,43.873,2.7,1.206,0.5,0.161,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,43.873,1.9,1.706,0.5,0.161,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,43.873,1.1,2.206,0.5,0.161,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,43.873,0.3,2.706,0.5,0.161,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,43.873,0.0,3.2,0.5,0.161,FAULT,obstruction,OBSTRUCTION_RESPONSE
3,43.873,0.0,2.7,0.5,0.161,FAULT,obstruction,OBSTRUCTION_FAULT
3,43.873,0.0,2.2,0.5,0.161,FAULT,obstruction,OBSTRUCTION_FAULT
3,43.873,0.0,1.7,0.5,0.161,FAULT,obstruction,OBSTRUCTION_FAULT
3,43.873,0.0,1.2,0.5,0.161,FAULT,obstruction,OBSTRUCTION_FAULT
3,43.873,0.0,0.7,0.5,0.161,FAULT,obstruction,OBSTRUCTION_FAULT
3,30.415,0.25,0.761,32.415,0.318,MOVING_DOWN,normal,TICK
3,30.365,0.5,0.761,32.365,0.318,MOVING_DOWN,normal,TICK
3,30.29,0.75,0.761,32.29,0.318,MOVING_DOWN,normal,TICK
3,30.19,1.0,0.761,32.19,0.318,MOVING_DOWN,normal,TICK
3,30.065,1.25,0.761,32.065,0.318,MOVING_DOWN,normal,TICK
3,29.915,1.5,0.761,31.915,0.318,MOVING_DOWN,normal,TICK
3,29.74,1.75,0.761,31.74,0.318,MOVING_DOWN,normal,TICK
3,29.54,2.0,0.761,31.54,0.318,MOVING_DOWN,normal,TICK
3,29.315,2.25,0.761,31.315,0.318,MOVING_DOWN,normal,TICK
3,29.065,2.5,0.761,31.065,0.318,MOVING_DOWN,normal,TICK
3,28.79,2.75,0.761,30.79,0.318,MOVING_DOWN,normal,TICK
3,28.49,3.0,0.761,30.49,0.318,MOVING_DOWN,normal,TICK
3,28.165,3.25,0.761,30.165,0.318,MOVING_DOWN,normal,TICK
3,27.815,3.5,0.761,29.815,0.318,MOVING_DOWN,normal,TICK
3,27.44,3.75,0.761,29.44,0.318,MOVING_DOWN,normal,TICK
3,27.04,4.0,0.761,29.04,0.318,MOVING_DOWN,normal,TICK
3,26.615,4.25,0.761,28.615,0.318,MOVING_DOWN,normal,TICK
3,26.615,0.0,0.1,28.615,0.318,STOPPED,manual_stop,MANUAL_STOP
3,26.615,0.0,0.1,28.615,0.318,STOPPED,manual_stop,MANUAL_STOPPED
3,26.615,0.0,0.1,28.615,0.318,STOPPED,manual_stop,MANUAL_STOPPED
3,26.615,0.0,0.1,28.615,0.318,STOPPED,manual_stop,MANUAL_STOPPED
3,26.615,0.0,0.1,28.615,0.318,STOPPED,manual_stop,MANUAL_STOPPED
3,26.615,0.0,0.1,28.615,0.318,STOPPED,manual_stop,MANUAL_STOPPED
3,48.004,0.25,0.886,50.004,0.675,MOVING_DOWN,normal,TICK
3,47.954,0.5,0.886,49.954,0.675,MOVING_DOWN,normal,TICK
3,47.879,0.75,0.886,49.879,0.675,MOVING_DOWN,normal,TICK
3,47.779,1.0,0.886,49.779,0.675,MOVING_DOWN,normal,TICK
3,47.654,1.25,0.886,49.654,0.675,MOVING_DOWN,normal,TICK
3,47.504,1.5,0.886,49.504,0.675,MOVING_DOWN,normal,TICK
3,47.329,1.75,0.886,49.329,0.675,MOVING_DOWN,normal,TICK
3,47.129,2.0,0.886,49.129,0.675,MOVING_DOWN,normal,TICK
3,46.904,2.25,0.886,48.904,0.675,MOVING_DOWN,normal,TICK
3,46.654,2.5,0.886,48.654,0.675,MOVING_DOWN,normal,TICK
3,46.379,2.75,0.886,48.379,0.675,MOVING_DOWN,normal,TICK
3,46.079,3.0,0.886,48.079,0.675,MOVING_DOWN,normal,TICK
3,45.754,3.25,0.886,47.754,0.675,MOVING_DOWN,normal,TICK
3,45.404,3.5,0.886,47.404,0.675,MOVING_DOWN,normal,TICK
3,45.029,3.75,0.886,47.029,0.675,MOVING_DOWN,normal,TICK
3,45.029,3.75,0.886,0.5,0.675,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
3,45.029,2.95,1.386,0.5,0.675,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,45.029,2.15,1.886,0.5,0.675,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,45.029,1.35,2.386,0.5,0.675,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,45.029,0.55,2.886,0.5,0.675,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
3,45.029,0.0,3.2,0.5,0.675,FAULT,obstruction,OBSTRUCTION_RESPONSE
3,45.029,0.0,2.7,0.5,0.675,FAULT,obstruction,OBSTRUCTION_FAULT
3,45.029,0.0,2.2,0.5,0.675,FAULT,obstruction,OBSTRUCTION_FAULT
3,45.029,0.0,1.7,0.5,0.675,FAULT,obstruction,OBSTRUCTION_FAULT
3,45.029,0.0,1.2,0.5,0.675,FAULT,obstruction,OBSTRUCTION_FAULT
3,45.029,0.0,0.7,0.5,0.675,FAULT,obstruction,OBSTRUCTION_FAULT
2,38.085,0.25,0.737,40.085,0.249,MOVING_DOWN,normal,TICK
2,38.035,0.5,0.737,40.035,0.249,MOVING_DOWN,normal,TICK
2,37.96,0.75,0.737,39.96,0.249,MOVING_DOWN,normal,TICK
2,37.86,1.0,0.737,39.86,0.249,MOVING_DOWN,normal,TICK
2,37.735,1.25,0.737,39.735,0.249,MOVING_DOWN,normal,TICK
2,37.585,1.5,0.737,39.585,0.249,MOVING_DOWN,normal,TICK
2,37.41,1.75,0.737,39.41,0.249,MOVING_DOWN,normal,TICK
2,37.21,2.0,0.737,39.21,0.249,MOVING_DOWN,normal,TICK
2,36.985,2.25,0.737,38.985,0.249,MOVING_DOWN,normal,TICK
2,36.735,2.5,0.737,38.735,0.249,MOVING_DOWN,normal,TICK
2,36.46,2.75,0.737,38.46,0.249,MOVING_DOWN,normal,TICK
2,36.46,2.75,0.737,38.46,2.0,MOVING_DOWN,overload,OVERLOAD_INJECTED
2,36.46,1.95,1.237,38.46,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,36.46,1.15,1.737,38.46,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,36.46,0.35,2.237,38.46,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,36.46,0.0,2.4,38.46,2.0,FAULT,overload,OVERLOAD_RESPONSE
2,36.46,0.0,1.9,38.46,2.0,FAULT,overload,OVERLOAD_FAULT
2,36.46,0.0,1.4,38.46,2.0,FAULT,overload,OVERLOAD_FAULT
2,36.46,0.0,0.9,38.46,2.0,FAULT,overload,OVERLOAD_FAULT
2,36.46,0.0,0.4,38.46,2.0,FAULT,overload,OVERLOAD_FAULT
2,36.46,0.0,0.1,38.46,2.0,FAULT,overload,OVERLOAD_FAULT
1,25.419,0.25,0.897,27.419,0.705,MOVING_DOWN,normal,TICK
1,25.369,0.5,0.897,27.369,0.705,MOVING_DOWN,normal,TICK
1,25.294,0.75,0.897,27.294,0.705,MOVING_DOWN,normal,TICK
1,25.194,1.0,0.897,27.194,0.705,MOVING_DOWN,normal,TICK
1,25.069,1.25,0.897,27.069,0.705,MOVING_DOWN,normal,TICK
1,24.919,1.5,0.897,26.919,0.705,MOVING_DOWN,normal,TICK
1,24.744,1.75,0.897,26.744,0.705,MOVING_DOWN,normal,TICK
1,24.544,2.0,0.897,26.544,0.705,MOVING_DOWN,normal,TICK
1,24.319,2.25,0.897,26.319,0.705,MOVING_DOWN,normal,TICK
1,24.069,2.5,0.897,26.069,0.705,MOVING_DOWN,normal,TICK
1,23.794,2.75,0.897,25.794,0.705,MOVING_DOWN,normal,TICK
1,23.494,3.0,0.897,25.494,0.705,MOVING_DOWN,normal,TICK
1,23.169,3.25,0.897,25.169,0.705,MOVING_DOWN,normal,TICK
1,22.819,3.5,0.897,24.819,0.705,MOVING_DOWN,normal,TICK
1,22.444,3.75,0.897,24.444,0.705,MOVING_DOWN,normal,TICK
1,22.044,4.0,0.897,24.044,0.705,MOVING_DOWN,normal,TICK
1,21.619,4.25,0.897,23.619,0.705,MOVING_DOWN,normal,TICK
1,21.169,4.5,0.897,23.169,0.705,MOVING_DOWN,normal,TICK
1,20.694,4.75,0.897,22.694,0.705,MOVING_DOWN,normal,TICK
1,20.194,5.0,0.897,22.194,0.705,MOVING_DOWN,normal,TICK
1,19.669,5.25,0.897,21.669,0.705,MOVING_DOWN,normal,TICK
1,19.119,5.5,0.897,21.119,0.705,MOVING_DOWN,normal,TICK
1,18.544,5.75,0.897,20.544,0.705,MOVING_DOWN,normal,TICK
1,17.944,6.0,0.897,19.944,0.705,MOVING_DOWN,normal,TICK
1,17.319,6.25,0.897,19.319,0.705,MOVING_DOWN,normal,TICK
1,16.669,6.5,0.897,18.669,0.705,MOVING_DOWN,normal,TICK
1,15.994,6.75,0.897,17.994,0.705,MOVING_DOWN,normal,TICK
1,15.994,0.0,0.1,17.994,0.705,STOPPED,normal,NORMAL_STOP
1,24.201,0.25,0.801,26.201,0.432,MOVING_DOWN,normal,TICK
1,24.151,0.5,0.801,26.151,0.432,MOVING_DOWN,normal,TICK
1,24.076,0.75,0.801,26.076,0.432,MOVING_DOWN,normal,TICK
1,23.976,1.0,0.801,25.976,0.432,MOVING_DOWN,normal,TICK
1,23.851,1.25,0.801,25.851,0.432,MOVING_DOWN,normal,TICK
1,23.701,1.5,0.801,25.701,0.432,MOVING_DOWN,normal,TICK
1,23.526,1.75,0.801,25.526,0.432,MOVING_DOWN,normal,TICK
1,23.326,2.0,0.801,25.326,0.432,MOVING_DOWN,normal,TICK
1,23.101,2.25,0.801,25.101,0.432,MOVING_DOWN,normal,TICK
1,22.851,2.5,0.801,24.851,0.432,MOVING_DOWN,normal,TICK
1,22.576,2.75,0.801,24.576,0.432,MOVING_DOWN,normal,TICK
1,22.276,3.0,0.801,24.276,0.432,MOVING_DOWN,normal,TICK
1,21.951,3.25,0.801,23.951,0.432,MOVING_DOWN,normal,TICK
1,21.601,3.5,0.801,23.601,0.432,MOVING_DOWN,normal,TICK
1,21.226,3.75,0.801,23.226,0.432,MOVING_DOWN,normal,TICK
1,21.226,3.75,0.801,0.5,0.432,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
1,21.226,2.95,1.301,0.5,0.432,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,21.226,2.15,1.801,0.5,0.432,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,21.226,1.35,2.301,0.5,0.432,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,21.226,0.55,2.801,0.5,0.432,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,21.226,0.0,3.2,0.5,0.432,FAULT,obstruction,OBSTRUCTION_RESPONSE
1,21.226,0.0,2.7,0.5,0.432,FAULT,obstruction,OBSTRUCTION_FAULT
1,21.226,0.0,2.2,0.5,0.432,FAULT,obstruction,OBSTRUCTION_FAULT
1,21.226,0.0,1.7,0.5,0.432,FAULT,obstruction,OBSTRUCTION_FAULT
1,21.226,0.0,1.2,0.5,0.432,FAULT,obstruction,OBSTRUCTION_FAULT
1,21.226,0.0,0.7,0.5,0.432,FAULT,obstruction,OBSTRUCTION_FAULT
2,36.236,0.25,0.827,38.236,0.506,MOVING_DOWN,normal,TICK
2,36.186,0.5,0.827,38.186,0.506,MOVING_DOWN,normal,TICK
2,36.111,0.75,0.827,38.111,0.506,MOVING_DOWN,normal,TICK
2,36.011,1.0,0.827,38.011,0.506,MOVING_DOWN,normal,TICK
2,35.886,1.25,0.827,37.886,0.506,MOVING_DOWN,normal,TICK
2,35.736,1.5,0.827,37.736,0.506,MOVING_DOWN,normal,TICK
2,35.561,1.75,0.827,37.561,0.506,MOVING_DOWN,normal,TICK
2,35.361,2.0,0.827,37.361,0.506,MOVING_DOWN,normal,TICK
2,35.136,2.25,0.827,37.136,0.506,MOVING_DOWN,normal,TICK
2,34.886,2.5,0.827,36.886,0.506,MOVING_DOWN,normal,TICK
2,34.611,2.75,0.827,36.611,0.506,MOVING_DOWN,normal,TICK
2,34.611,2.75,0.827,36.611,2.0,MOVING_DOWN,overload,OVERLOAD_INJECTED
2,34.611,1.95,1.327,36.611,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,34.611,1.15,1.827,36.611,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,34.611,0.35,2.327,36.611,2.0,MOVING_DOWN,overload,OVERLOAD_RESPONSE
2,34.611,0.0,2.4,36.611,2.0,FAULT,overload,OVERLOAD_RESPONSE
2,34.611,0.0,1.9,36.611,2.0,FAULT,overload,OVERLOAD_FAULT
2,34.611,0.0,1.4,36.611,2.0,FAULT,overload,OVERLOAD_FAULT
2,34.611,0.0,0.9,36.611,2.0,FAULT,overload,OVERLOAD_FAULT
2,34.611,0.0,0.4,36.611,2.0,FAULT,overload,OVERLOAD_FAULT
2,34.611,0.0,0.1,36.611,2.0,FAULT,overload,OVERLOAD_FAULT
1,38.052,0.25,0.805,40.052,0.444,MOVING_DOWN,normal,TICK
1,38.002,0.5,0.805,40.002,0.444,MOVING_DOWN,normal,TICK
1,37.927,0.75,0.805,39.927,0.444,MOVING_DOWN,normal,TICK
1,37.827,1.0,0.805,39.827,0.444,MOVING_DOWN,normal,TICK
1,37.702,1.25,0.805,39.702,0.444,MOVING_DOWN,normal,TICK
1,37.552,1.5,0.805,39.552,0.444,MOVING_DOWN,normal,TICK
1,37.377,1.75,0.805,39.377,0.444,MOVING_DOWN,normal,TICK
1,37.177,2.0,0.805,39.177,0.444,MOVING_DOWN,normal,TICK
1,37.177,2.0,0.805,0.5,0.444,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
1,37.177,1.2,1.305,0.5,0.444,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,37.177,0.4,1.805,0.5,0.444,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,37.177,0.0,2.305,0.5,0.444,FAULT,obstruction,OBSTRUCTION_RESPONSE
1,37.177,0.0,1.805,0.5,0.444,FAULT,obstruction,OBSTRUCTION_FAULT
1,37.177,0.0,1.305,0.5,0.444,FAULT,obstruction,OBSTRUCTION_FAULT
1,37.177,0.0,0.805,0.5,0.444,FAULT,obstruction,OBSTRUCTION_FAULT
1,37.177,0.0,0.305,0.5,0.444,FAULT,obstruction,OBSTRUCTION_FAULT
1,37.177,0.0,0.1,0.5,0.444,FAULT,obstruction,OBSTRUCTION_FAULT
1,23.592,0.25,0.908,25.592,0.736,MOVING_DOWN,normal,TICK
1,23.542,0.5,0.908,25.542,0.736,MOVING_DOWN,normal,TICK
1,23.467,0.75,0.908,25.467,0.736,MOVING_DOWN,normal,TICK
1,23.367,1.0,0.908,25.367,0.736,MOVING_DOWN,normal,TICK
1,23.242,1.25,0.908,25.242,0.736,MOVING_DOWN,normal,TICK
1,23.092,1.5,0.908,25.092,0.736,MOVING_DOWN,normal,TICK
1,22.917,1.75,0.908,24.917,0.736,MOVING_DOWN,normal,TICK
1,22.717,2.0,0.908,24.717,0.736,MOVING_DOWN,normal,TICK
1,22.492,2.25,0.908,24.492,0.736,MOVING_DOWN,normal,TICK
1,22.242,2.5,0.908,24.242,0.736,MOVING_DOWN,normal,TICK
1,21.967,2.75,0.908,23.967,0.736,MOVING_DOWN,normal,TICK
1,21.667,3.0,0.908,23.667,0.736,MOVING_DOWN,normal,TICK
1,21.342,3.25,0.908,23.342,0.736,MOVING_DOWN,normal,TICK
1,20.992,3.5,0.908,22.992,0.736,MOVING_DOWN,normal,TICK
1,20.992,3.5,0.908,0.5,0.736,MOVING_DOWN,obstruction,OBSTRUCTION_INJECTED
1,20.992,2.7,1.408,0.5,0.736,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,20.992,1.9,1.908,0.5,0.736,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,20.992,1.1,2.408,0.5,0.736,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,20.992,0.3,2.908,0.5,0.736,MOVING_DOWN,obstruction,OBSTRUCTION_RESPONSE
1,20.992,0.0,3.2,0.5,0.736,FAULT,obstruction,OBSTRUCTION_RESPONSE
1,20.992,0.0,2.7,0.5,0.736,FAULT,obstruction,OBSTRUCTION_FAULT
1,20.992,0.0,2.2,0.5,0.736,FAULT,obstruction,OBSTRUCTION_FAULT
1,20.992,0.0,1.7,0.5,0.736,FAULT,obstruction,OBSTRUCTION_FAULT
1,20.992,0.0,1.2,0.5,0.736,FAULT,obstruction,OBSTRUCTION_FAULT
1,20.992,0.0,0.7,0.5,0.736,FAULT,obstruction,OBSTRUCTION_FAULT
3,53.03,0.25,0.875,55.03,0.642,MOVING_DOWN,normal,TICK
3,52.98,0.5,0.875,54.98,0.642,MOVING_DOWN,normal,TICK
3,52.905,0.75,0.875,54.905,0.642,MOVING_DOWN,normal,TICK
3,52.805,1.0,0.875,54.805,0.642,MOVING_DOWN,normal,TICK
3,52.68,1.25,0.875,54.68,0.642,MOVING_DOWN,normal,TICK
